모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급,,행 레이블,평균 : 복합_연비,
G90 3.8GDI AWD 5인 (18“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,210,8.20 ,5등급,TRUE,,,
BMW X5 M50d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,202,9.70 ,4등급,TRUE,,,
G90 5.0GDI AWD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,5038,자동8,239,7.30 ,5등급,TRUE,,,
"G90 5.0GDI AWD 리무진 5인 (19""타이어)",현대,승용차,일반형,내연기관,휘발유,5038,자동8,241,7.20 ,5등급,TRUE,,,
G90 3.8GDI 2WD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,197,8.70 ,5등급,TRUE,,,
G90 3.8GDI AWD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,212,8.10 ,5등급,TRUE,,,
G90 3.3T-GDI AWD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,217,8.00 ,5등급,TRUE,,,
G90 3.3T-GDI 2WD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,205,8.40 ,5등급,TRUE,,,
BMW X5 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,195,10.00 ,4등급,TRUE,,,
"팰리세이드 3.8GDI 2WD 8인 (18"" 타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,178,9.60 ,4등급,TRUE,,,
"팰리세이드 3.8GDI AWD 8인 (20"" 타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,192,8.90 ,5등급,TRUE,,,
G90 5.0GDI AWD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,5038,자동8,239,7.30 ,5등급,TRUE,,,
"G90 5.0GDI AWD 리무진 4인 (19""타이어)",현대,승용차,일반형,내연기관,휘발유,5038,자동8,241,7.20 ,5등급,TRUE,,,
G90 3.3T-GDI 2WD 5인 (18“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,196,8.80 ,5등급,TRUE,,,
G90 3.3T-GDI 2WD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,205,8.40 ,5등급,TRUE,,,
G90 3.3T-GDI AWD 5인 (18“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,214,8.10 ,5등급,TRUE,,,
G90 3.3T-GDI AWD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,217,8.00 ,5등급,TRUE,,,
G90 3.8GDI AWD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,212,8.10 ,5등급,TRUE,,,
G90 3.8GDI 2WD 5인 (18“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,192,8.90 ,5등급,TRUE,,,
G90 3.8GDI 2WD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,197,8.70 ,5등급,TRUE,,,
Peugeot 3008 GT 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,148,12.90 ,3등급,TRUE,,,
Peugeot 5008 GT 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,148,12.90 ,3등급,TRUE,,,
Peugeot 5008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,135,14.00 ,2등급,TRUE,,,
Peugeot 2008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동6,124,15.10 ,2등급,TRUE,,,
BMW 620d,BMW,승용차,일반형,내연기관,경유,1995,자동8,142,13.40 ,3등급,TRUE,,,
BMW 520d xDrive,BMW,승용차,일반형,내연기관,경유,1995,자동8,141,13.50 ,3등급,TRUE,,,
"니로 전기차 (경제형, 39.2kWh)",기아,승용차,기타형,전기(MCT),전기,,없음,0,5.50 ,2등급,TRUE,,,
"니로 전기차 (기본형, 64kWh)",기아,승용차,기타형,전기(MCT),전기,,없음,0,5.30 ,2등급,TRUE,,,
코나 전기자동차 (도심형),현대,승용차,다목적형,전기(MCT),전기,,없음,0,5.80 ,1등급,TRUE,,,
BMW i3 94Ah,BMW,승용차,일반형,전기(MCT),전기,,없음,0,5.40 ,2등급,TRUE,,,
코나 전기자동차 (기본형),현대,승용차,다목적형,전기(MCT),전기,,없음,0,5.60 ,2등급,TRUE,,,
아이오닉 전기차 (18MY),현대,승용차,일반형,전기(MCT),전기,,없음,0,6.30 ,1등급,TRUE,,,
CIVIC TURBO,혼다,승용차,일반형,내연기관,휘발유,1498,무단변속,121,13.80 ,2등급,TRUE,,,
MINI John Cooper Works Convertible,MINI,승용차,일반형,내연기관,휘발유,1998,자동6,154,11.10 ,4등급,TRUE,,,
BMW X1 xDrive25i,BMW,승용차,다목적형,내연기관,휘발유,1998,자동8,187,9.40 ,4등급,TRUE,,,
BMW X2 xDrive25i,BMW,승용차,다목적형,내연기관,휘발유,1998,자동8,172,10.10 ,4등급,TRUE,,,
GLC350 e 4Matic,벤츠,승용차,다목적형,PHEV,전기+휘발유,1991,자동7,70,2.6 / 10.2,PHEV,,,,
CIVIC 4D,혼다,승용차,일반형,내연기관,휘발유,1996,무단변속,122,13.60 ,3등급,TRUE,,,
BMW i8 Roadster,BMW,승용차,일반형,PHEV,전기+휘발유,1499,자동6,55,3.2 / 12.7,PHEV,,,,
BMW M5 Competition Package,BMW,승용차,일반형,내연기관,휘발유,4395,자동8,227,7.70 ,5등급,TRUE,,,
PILOT,혼다,승용차,다목적형,내연기관,휘발유,3471,자동9,201,8.40 ,5등급,TRUE,,,
BMW X6 M50d WLTP,BMW,승용차,다목적형,내연기관,경유,2993,자동8,221,8.90 ,5등급,TRUE,,,
BMW X6 xDrive30d WLTP,BMW,승용차,다목적형,내연기관,경유,2993,자동8,195,10.00 ,4등급,TRUE,,,
짚 랭글러 스포츠,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,193,9.00 ,5등급,TRUE,,,
BMW M2 Competition Package,BMW,승용차,일반형,내연기관,휘발유,2979,자동7,193,9.00 ,5등급,TRUE,,,
LEAF,닛산,승용차,일반형,전기,전기,,없음,0,5.10 ,2등급,TRUE,,,
짚 랭글러 사하라,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,193,9.00 ,5등급,TRUE,,,
K3 1.6 T-GDI 4DR 7DCT (SUMMER TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,139,12.10 ,3등급,TRUE,,,
"G4 렉스턴 2.2 7AT 2WD SCR 5인승					",케이지모빌리티,승용차,다목적형,내연기관,경유,2157,자동7,186,10.50 ,4등급,TRUE,,,
"G4 렉스턴 2.2 7AT 4WD SCR 5인승				",케이지모빌리티,승용차,다목적형,내연기관,경유,2157,자동7,194,10.10 ,4등급,TRUE,,,
PILOT,혼다,승용차,다목적형,내연기관,휘발유,3471,자동9,201,8.40 ,5등급,TRUE,,,
K01H,DFSK,화물차,화물,내연기관,휘발유,1240,수동5,166,10.10 ,4등급,TRUE,,,
C35S2,DFSK,화물차,밴형,내연기관,휘발유,1493,수동5,174,9.70 ,4등급,TRUE,,,
BMW 435d xDrive Gran Coupe WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,167,11.50 ,4등급,TRUE,,,
BMW 320d xDrive Gran Turismo WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,158,12.10 ,3등급,TRUE,,,
BMW X6 xDrive40d WLTP,BMW,승용차,다목적형,내연기관,경유,2993,자동8,207,9.40 ,4등급,TRUE,,,
모하비 3.0 디젤 4WD 5인,기아,승용차,다목적형,내연기관,경유,2959,자동8,205,9.60 ,4등급,TRUE,,,
모하비 3.0 디젤 2WD 5인,기아,승용차,다목적형,내연기관,경유,2959,자동8,193,10.10 ,4등급,TRUE,,,
"G80 3.3GDI AWD 19MY (19""타이어)",현대,승용차,일반형,내연기관,휘발유,3342,자동8,205,8.30 ,5등급,TRUE,,,
"G80 3.3GDI AWD 19MY (18""타이어)",현대,승용차,일반형,내연기관,휘발유,3342,자동8,202,8.40 ,5등급,TRUE,,,
"G80 3.3GDI 2WD 19MY (19""타이어)",현대,승용차,일반형,내연기관,휘발유,3342,자동8,190,8.90 ,5등급,TRUE,,,
"G80 3.3GDI 2WD 19MY (18""타이어)",현대,승용차,일반형,내연기관,휘발유,3342,자동8,186,9.10 ,5등급,TRUE,,,
"G80 3.3GDI AWD 스포츠패키지 19MY (19""타이어)",현대,승용차,일반형,내연기관,휘발유,3342,자동8,207,8.20 ,5등급,TRUE,,,
"G80 3.3GDI 2WD 스포츠패키지 19MY (19""타이어)",현대,승용차,일반형,내연기관,휘발유,3342,자동8,192,8.80 ,5등급,TRUE,,,
"G80 2.2디젤 AWD 19MY (18""타이어)",현대,승용차,일반형,내연기관,경유,2199,자동8,158,12.20 ,3등급,TRUE,,,
"G80 2.2디젤 2WD 19MY (18""타이어)",현대,승용차,일반형,내연기관,경유,2199,자동8,138,13.80 ,2등급,TRUE,,,
i30 1.6T-GDI_6MT (N_Line),현대,승용차,일반형,내연기관,휘발유,1591,수동6,148,11.40 ,4등급,TRUE,,,
i30 1.6T-GDI_7DCT (N_Line),현대,승용차,일반형,내연기관,휘발유,1591,자동7,143,11.80 ,3등급,TRUE,,,
MINI Cooper SD Clubman,MINI,승용차,일반형,내연기관,경유,1995,자동8,129,14.60 ,2등급,TRUE,,,
스팅어 2.2디젤 2WD_17인치타이어,기아,승용차,일반형,내연기관,경유,2199,자동8,126,15.00 ,2등급,TRUE,,,
스팅어 2.2디젤 AWD_18인치타이어,기아,승용차,일반형,내연기관,경유,2199,자동8,147,13.00 ,3등급,TRUE,,,
스팅어 2.2디젤 2WD_18인치타이어,기아,승용차,일반형,내연기관,경유,2199,자동8,135,14.10 ,2등급,TRUE,,,
스팅어 2.2디젤 AWD_17인치타이어,기아,승용차,일반형,내연기관,경유,2199,자동8,143,13.30 ,3등급,TRUE,,,
K3 1.6 T-GDI 4DR 6MT (ALL SEASON TIRE),기아,승용차,일반형,내연기관,휘발유,1591,수동6,138,12.20 ,3등급,TRUE,,,
K3 1.6 T-GDI 4DR 7DCT (ALL SEASON TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,138,12.20 ,3등급,TRUE,,,
CHEVROLET CAMARO,GM,승용차,일반형,내연기관,휘발유,6162,자동10,240,7.40 ,5등급,TRUE,,,
K3 1.6 T-GDI 5DR 7DCT (SUMMER TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,141,11.90 ,3등급,TRUE,,,
K3 1.6 T-GDI 5DR 7DCT (ALL SEASON TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,139,12.10 ,3등급,TRUE,,,
Rolls-Royce Cullinan,롤스로이스,승용차,일반형,내연기관,휘발유,6749,자동8,319,5.60 ,5등급,TRUE,,,
BMW X4 M40d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,182,10.70 ,4등급,TRUE,,,
BMW 320d Gran Turismo WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,147,13.00 ,3등급,TRUE,,,
그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (6P_N/HR),현대,승용차,기타형,내연기관,경유,2497,자동5,237,8.30 ,5등급,TRUE,,,
DS7 Crossback 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,149,12.80 ,3등급,TRUE,,,
BMW X4 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,166,11.50 ,4등급,TRUE,,,
MINI Cooper SD Countryman ALL4,MINI,승용차,다목적형,내연기관,경유,1995,자동8,144,13.20 ,3등급,TRUE,,,
MINI Cooper D Countryman ALL4,MINI,승용차,다목적형,내연기관,경유,1995,자동8,141,13.40 ,3등급,TRUE,,,
BMW M550d xDrive WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,173,11.20 ,4등급,TRUE,,,
"G4 렉스턴 2.2 7AT 2WD SCR 7인승					",케이지모빌리티,승용차,다목적형,내연기관,경유,2157,자동7,186,10.50 ,4등급,TRUE,,,
"G4 렉스턴 2.2 7AT 4WD SCR 7인승				",케이지모빌리티,승용차,다목적형,내연기관,경유,2157,자동7,194,10.10 ,4등급,TRUE,,,
그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (9P_N/HR),현대,승용차,기타형,내연기관,경유,2497,자동5,237,8.30 ,5등급,TRUE,,,
아반떼(AD PE) 1.6가솔린,현대,승용차,일반형,내연기관,휘발유,1598,수동6,119,14.00 ,2등급,TRUE,,,
아반떼(AD PE) 1.6가솔린 (17'''타이어),현대,승용차,일반형,내연기관,휘발유,1598,무단변속,118,14.10 ,2등급,TRUE,,,
아반떼(AD PE) 1.6가솔린 (16'''타이어),현대,승용차,일반형,내연기관,휘발유,1598,무단변속,115,14.40 ,2등급,TRUE,,,
아반떼(AD PE) 1.6가솔린 (15'''타이어),현대,승용차,일반형,내연기관,휘발유,1598,무단변속,108,15.20 ,2등급,TRUE,,,
아반떼(AD PE) 1.6디젤_7DCT (17''타이어),현대,승용차,일반형,내연기관,경유,1582,자동7,108,17.20 ,1등급,TRUE,,,
아반떼(AD PE) 1.6디젤 7DCT,현대,승용차,일반형,내연기관,경유,1582,자동7,104,17.80 ,1등급,TRUE,,,
"K7 2.2디젤 (19""타이어)",기아,승용차,일반형,내연기관,경유,2199,자동8,135,14.10 ,2등급,TRUE,,,
"스포티지 2.0디젤 2WD 6MT (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1995,수동6,132,14.30 ,2등급,TRUE,,,
"스포티지 2.0디젤 2WD 6MT (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1995,수동6,131,14.40 ,2등급,TRUE,,,
"스포티지 2.0디젤 2WD 6MT (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1995,수동6,125,15.00 ,2등급,TRUE,,,
BMW 740Ld xDrive WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,174,11.10 ,4등급,TRUE,,,
BMW 420d Coupe WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,139,13.70 ,3등급,TRUE,,,
BMW 420d xDrive Gran Coupe WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,162,11.90 ,3등급,TRUE,,,
BMW 420d Grand Coupe WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,153,12.40 ,3등급,TRUE,,,
BMW X1 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,131,14.40 ,2등급,TRUE,,,
BMW X1 xDrive18d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,159,12.00 ,3등급,TRUE,,,
"스토닉 1.6디젤 7DCT 19MY (15"" 타이어) (15)",기아,승용차,기타형,내연기관,경유,1582,자동7,109,17.00 ,1등급,TRUE,,,
"스토닉 1.6디젤 7DCT 19MY (17"" 타이어) (15)",기아,승용차,기타형,내연기관,경유,1582,자동7,111,16.70 ,1등급,TRUE,,,
"스토닉 1.4 가솔린 6AT 19MY (17""타이어) (15)",기아,승용차,기타형,내연기관,휘발유,1368,자동6,132,12.60 ,3등급,TRUE,,,
"K7 2.2디젤 (18""타이어)",기아,승용차,일반형,내연기관,경유,2199,자동8,131,14.50 ,2등급,TRUE,,,
"K7 2.2디젤 (17""타이어)",기아,승용차,일반형,내연기관,경유,2199,자동8,130,14.60 ,2등급,TRUE,,,
BMW X2 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,133,14.20 ,2등급,TRUE,,,
MINI Cooper D Clubman,MINI,승용차,일반형,내연기관,경유,1995,자동8,128,14.70 ,2등급,TRUE,,,
BMW 740d xDrive WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,166,11.60 ,3등급,TRUE,,,
모하비 3.0 디젤 2WD 7인,기아,승용차,다목적형,내연기관,경유,2959,자동8,193,10.10 ,4등급,TRUE,,,
모하비 3.0 디젤 4WD 7인,기아,승용차,다목적형,내연기관,경유,2959,자동8,205,9.60 ,4등급,TRUE,,,
BMW 520i,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,153,10.90 ,4등급,TRUE,,,
ACCORD 1.5T,혼다,승용차,일반형,내연기관,휘발유,1498,무단변속,118,13.90 ,2등급,TRUE,,,
"스포티지 2.0디젤 4WD (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,154,12.40 ,3등급,TRUE,,,
"스포티지 2.0디젤 4WD (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,151,12.70 ,3등급,TRUE,,,
"스포티지 2.0디젤 4WD (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,148,12.90 ,3등급,TRUE,,,
"스포티지 1.6디젤 4WD (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,137,13.80 ,2등급,TRUE,,,
"스포티지 1.6디젤 4WD (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,134,14.10 ,2등급,TRUE,,,
"스포티지 1.6디젤 4WD (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,129,14.60 ,2등급,TRUE,,,
"스포티지 2.0디젤 2WD 8AT (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,137,13.80 ,2등급,TRUE,,,
"스포티지 2.0디젤 2WD 8AT (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,134,14.10 ,2등급,TRUE,,,
"스포티지 2.0디젤 2WD 8AT (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,131,14.40 ,2등급,TRUE,,,
"스포티지 1.6디젤 2WD (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,122,15.30 ,2등급,TRUE,,,
"스포티지 1.6디젤 2WD (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,118,15.80 ,2등급,TRUE,,,
"스포티지 1.6디젤 2WD (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,114,16.30 ,1등급,TRUE,,,
"투싼 개조차 2.0디젤 2WD 8AT (19""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,137,13.80 ,2등급,TRUE,,,
"투싼 개조차 2.0디젤 2WD 8AT (18""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,134,14.10 ,2등급,TRUE,,,
BMW 530d WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,151,12.60 ,3등급,TRUE,,,
S450 4Matic Coupe,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,205,8.60 ,5등급,TRUE,,,
"투싼 개조차 2.0디젤 AWD (19""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,154,12.40 ,3등급,TRUE,,,
"투싼 개조차 2.0디젤 AWD (18""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,151,12.70 ,3등급,TRUE,,,
"투싼 개조차 2.0디젤 AWD (17""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,145,13.10 ,3등급,TRUE,,,
"투싼 개조차 1.6디젤 AWD (19""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,137,13.80 ,2등급,TRUE,,,
"투싼 개조차 1.6디젤 AWD (18""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,134,14.10 ,2등급,TRUE,,,
"투싼 개조차 1.6디젤 AWD (17""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,130,14.40 ,2등급,TRUE,,,
"투싼 개조차 2.0디젤 2WD 6MT (19""타이어)",현대,승용차,다목적형,내연기관,경유,1995,수동6,131,14.40 ,2등급,TRUE,,,
"투싼 개조차 2.0디젤 2WD 6MT (18""타이어)",현대,승용차,다목적형,내연기관,경유,1995,수동6,128,14.70 ,2등급,TRUE,,,
"투싼 개조차 2.0디젤 2WD 6MT (17""타이어)",현대,승용차,다목적형,내연기관,경유,1995,수동6,124,15.10 ,2등급,TRUE,,,
"투싼 개조차 2.0디젤 2WD 8AT (17""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,131,14.40 ,2등급,TRUE,,,
"투싼 개조차 1.6디젤 2WD (19""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,122,15.30 ,2등급,TRUE,,,
"투싼 개조차 1.6디젤 2WD (17""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,115,16.30 ,1등급,TRUE,,,
"투싼 개조차 1.6디젤 2WD (18""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,118,15.80 ,2등급,TRUE,,,
BMW 320d Touring WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,149,12.80 ,3등급,TRUE,,,
HR-V 2WD,혼다,승용차,다목적형,내연기관,휘발유,1799,무단변속,141,11.70 ,3등급,TRUE,,,
ACCORD HYBRID,혼다,승용차,일반형,하이브리드,휘발유,1993,무단변속,82,18.90 ,1등급,TRUE,,,
"스포티지 2.0MPI (PE/18"",19""타이어)",기아,승용차,다목적형,내연기관,휘발유,1999,자동6,161,10.50 ,4등급,TRUE,,,
"스포티지 2.0MPI (PE/17""타이어)",기아,승용차,다목적형,내연기관,휘발유,1999,자동6,156,10.80 ,4등급,TRUE,,,
"스토닉 1.0 T-GDI 7DCT (17""타이어)",기아,승용차,기타형,내연기관,휘발유,998,자동7,123,13.50 ,3등급,TRUE,,,
"스토닉 1.0 T-GDI 7DCT (15""타이어)",기아,승용차,기타형,내연기관,휘발유,998,자동7,121,13.70 ,3등급,TRUE,,,
K5(JF) 2.0GDI 플러그인하이브리드 개조차,기아,승용차,일반형,PHEV,전기+휘발유,1999,자동6,26,4.8 / 17,PHEV,,,,
"니로 전기차 (경제형, 39.2kWh)",기아,승용차,기타형,전기,전기,,없음,0,5.50 ,2등급,TRUE,,,
BMW 730d xDrive WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,166,11.60 ,3등급,TRUE,,,
짚 랭글러 루비콘,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,210,8.20 ,5등급,TRUE,,,
"투싼 개조차 1.6T-GDI 2WD (19""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,148,11.30 ,4등급,TRUE,,,
"투싼 개조차 1.6T-GDI 2WD (18""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,144,11.60 ,3등급,TRUE,,,
"투싼 개조차 1.6T-GDI 2WD (17""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,141,11.90 ,3등급,TRUE,,,
"투싼 개조차 1.6T-GDI AWD (17""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,154,10.90 ,4등급,TRUE,,,
"투싼 개조차 1.6T-GDI AWD (18""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,157,10.70 ,4등급,TRUE,,,
"투싼 개조차 1.6T-GDI AWD (19""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,162,10.40 ,4등급,TRUE,,,
