ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,노선ID,노선번호,노선명,버스정류장ID,버스정류장명,승차승객수,하차승객수,작업일시
2020-03-01,11110897,17,0017번(청암동~이촌동),8501292,청암자이아파트,439,12,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9003185,청암동강변삼성아파트,"1,047",16,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72983,청심경로당,"2,170",31,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72984,원효2동주민센터,"3,599",98,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72985,산천동,"4,408",170,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72986,신창동세방아파트,"4,156",150,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72987,남이장군사당,"1,106","1,132",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72988,새마을금고,"3,122","2,134",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),33066,용문시장,"3,805","1,149",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72990,용산전자상가입구,"2,053",718,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72991,신용산지하차도,908,"1,712",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72992,용산역,"20,186","14,735",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72314,용산푸르지오써밋,585,"1,411",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72993,한강대교북단,"4,773","3,362",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72994,서부이촌동입구,"1,439","8,027",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72995,이촌2동대림아파트.새남터성지,692,"7,324",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72996,이촌2동주민센터,564,"4,286",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72997,성촌공원.포르쉐센터용산,261,"1,573",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),73000,이촌119안전센터.성촌공원,231,"1,575",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72998,원효2동산호아파트후문,62,"1,559",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),8003000,청암동강변삼성아파트,"1,506","2,414",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9003186,원효2동산호아파트,"3,257",654,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9000272,원효로풍전아파트,"1,905",291,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9000367,성촌공원.포르쉐센터용산,"2,582","1,027",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9000269,이촌2동주민센터,"5,651",750,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9000267,이촌2동대림아파트.새남터성지,"7,711",655,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9000266,이촌2동강변아파트,"6,356","2,292",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9034958,한강대교북단.LG유플러스,"5,158","9,655",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9034956,신용산역,"3,771","8,019",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72972,신용산역,"19,005","8,775",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72973,신용산지하차도,745,"4,848",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72974,용산전자상가입구,605,"3,694",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),8523,용문시장,"1,413","3,033",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72976,새마을금고,"4,712","3,506",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72977,남이장군사당,139,"2,040",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72978,신창동세방아파트,89,"5,572",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72979,산천동,90,"3,660",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72980,산천동리버힐삼성아파트,33,"3,636",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),72981,삼성테마트,7,"1,414",2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),9003184,청암동강변삼성아파트,4,821,2020-04-03 11:28
2020-03-01,11110897,17,0017번(청암동~이촌동),8601292,청암자이아파트(가상),2,213,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),8501766,서울역버스환승센터,591,51,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9034812,경찰청.동북아역사재단,79,500,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9005144,서대문경찰서.농협은행.유관순활동터,58,232,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9002021,서대문.서울시교육청,302,82,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),71061,독립문,653,107,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9001061,사직단,197,248,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9001051,서울지방경찰청.경복궁역,337,272,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9000406,경복궁,165,154,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),70171,안국역.종로경찰서.인사동,443,293,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9001055,창덕궁,364,190,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9034407,원남동사거리,56,281,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9001336,현대그룹빌딩,387,424,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9001337,이화동(이화장),253,203,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9001338,충신동,237,149,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),8000836,동대문,89,399,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9035138,동대문역사문화공원,316,592,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9036240,을지로6가.국립중앙의료원,332,75,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),8966,을지로5가,178,102,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),8935,을지로4가,147,117,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),8881,을지로3가,200,162,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),72605,을지로2가.기업은행본점.서울노동청,214,296,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9000556,롯데백화점,119,327,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9000235,북창동.남대문시장,56,235,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),79041,숭례문,13,215,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),8601766,서울역버스환승센터,988,265,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9134812,경찰청.동북아역사재단,96,493,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9105144,서대문경찰서.농협은행.유관순활동터,64,234,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9102021,서대문.서울시교육청,325,113,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),171061,독립문,641,144,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9101061,사직단,223,292,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9101051,서울지방경찰청.경복궁역,330,281,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9100406,경복궁,154,197,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),170171,안국역.종로경찰서.인사동,378,284,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9101055,창덕궁,361,154,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9134407,원남동사거리,26,263,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9101336,현대그룹빌딩,333,387,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9101337,이화동(이화장),228,189,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9101338,충신동,185,134,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),8100836,동대문,48,378,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9135138,동대문역사문화공원,273,503,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9136240,을지로6가.국립중앙의료원,283,41,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),108966,을지로5가,166,79,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),108935,을지로4가,128,108,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),108881,을지로3가,126,176,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),172605,을지로2가.기업은행본점.서울노동청,193,212,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9100556,롯데백화점,103,290,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9100235,북창동.남대문시장,45,202,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),179041,숭례문,8,191,2020-04-03 11:28
2020-03-01,11110443,01A,01A번(서울역환승센터~서울역환승센터),9234418,서울역버스환승센터,358,180,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8501766,서울역버스환승센터,103,12,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),71865,숭례문,145,54,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),72410,남대문시장앞.이회영활동터,123,88,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),72411,롯데영프라자,200,81,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8839,을지로입구.로얄호텔,136,81,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8864,을지로2가.파인에빈뉴,350,93,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8890,을지로3가,92,130,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9000537,을지로4가.베스트웨스턴국도,102,222,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8984,을지로5가.중부시장,73,148,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9038,을지로6가.국립중앙의료원,80,230,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9000530,동대문역사문화공원,423,171,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),72915,충신동,164,208,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),72916,이화동(이화장),186,159,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9004526,이화동(이화장),711,68,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9001056,창덕궁,273,404,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9001053,안국역.종로경찰서.인사동,259,261,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9001052,덕성여중고,104,129,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9001050,사직동주민센터,355,435,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9001060,사직단.어린이도서관,161,136,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8501277,영천시장,632,675,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8501278,서대문역,558,172,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8501279,경찰청.동북아역사재단,567,305,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8601766,서울역버스환승센터,182,"1,392",2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),171865,숭례문,183,73,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),172410,남대문시장앞.이회영활동터,161,99,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),172411,롯데영프라자,183,100,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),108839,을지로입구.로얄호텔,165,115,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),108864,을지로2가.파인에빈뉴,329,104,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),108890,을지로3가,90,114,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9100537,을지로4가.베스트웨스턴국도,92,216,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),108984,을지로5가.중부시장,74,165,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),109038,을지로6가.국립중앙의료원,65,225,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9100530,동대문역사문화공원,441,189,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),172915,충신동,100,208,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),172916,이화동(이화장),159,147,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9104526,이화동(이화장),702,100,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9101056,창덕궁,208,340,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9101053,안국역.종로경찰서.인사동,269,284,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9101052,덕성여중고,91,108,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9101050,사직동주민센터,342,407,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9101060,사직단.어린이도서관,174,113,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8601277,영천시장,574,643,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8601278,서대문역,466,193,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),8601279,경찰청.동북아역사재단,604,265,2020-04-03 11:28
2020-03-01,11110444,01B,01B번(서울역환승센터~서울역환승센터),9234418,서울역버스환승센터,66,"1,330",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),31613,남산서울타워,"4,462",44,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),8801,남산도서관,"1,300","1,335",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77890,교육연구정보원,270,258,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77891,남산케이블카.남산산책로입구,617,777,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77892,숭의여대,539,538,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),72209,퇴계로3가.한옥마을.한국의집,"1,536","3,066",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),72252,충무로역2번출구.대한극장앞,"3,217","2,884",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),72253,퇴계로5가.제일병원,515,504,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),8501882,장충문화체육센터.권기옥활동터,112,383,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),8001549,동대입구역.장충동,"4,322","1,163",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77897,국립극장.반얀트리호텔,"1,111","1,597",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77898,남산북측순환로입구,580,817,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77296,남산서울타워,"10,283","8,835",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77899,남산도서관,"1,573","1,843",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77887,교육연구정보원,403,372,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),31606,남산케이블카.남산산책로입구,847,840,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),31607,숭의여대,691,681,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77893,퇴계로3가.한옥마을.한국의집,"1,723","3,680",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77894,충무로역2번출구.대한극장앞,"3,658","3,310",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),77895,퇴계로5가.제일병원,565,593,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),8601882,장충문화체육센터.권기옥활동터,142,445,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),7000185,동대입구역.장충동,"4,476","1,347",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),16118,국립극장.반얀트리호텔,"1,240","1,623",2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),8001550,남산북측순환로입구,645,886,2020-04-03 11:28
2020-03-01,11110401,2,02번(남산서울타워~동대입구),7000198,남산서울타워(가상),"4,534","10,240",2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9001343,시청앞,47,17,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9000548,서울신문사,21,20,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8002327,KT광화문지사,63,44,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9000406,경복궁,63,36,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),70171,안국역.종로경찰서.인사동,61,62,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8502577,남인사마당,41,17,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),70117,종로2가.삼일교,82,33,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9006461,남대문세무서.서울백병원,23,149,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8002711,퇴계로2가.명동역,55,59,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9000235,북창동.남대문시장,11,27,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9101343,시청앞,63,20,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9100548,서울신문사,34,38,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8102327,KT광화문지사,82,34,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9100406,경복궁,93,47,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),170171,안국역.종로경찰서.인사동,84,81,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8602577,남인사마당,45,24,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),170117,종로2가.삼일교,74,46,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9106461,남대문세무서.서울백병원,23,134,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8102711,퇴계로2가.명동역,101,85,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9100235,북창동.남대문시장,29,40,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9201343,시청앞,70,21,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9200548,서울신문사,39,52,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8202327,KT광화문지사,74,54,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9200406,경복궁,87,51,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),270171,안국역.종로경찰서.인사동,91,79,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8702577,남인사마당,47,37,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),270117,종로2가.삼일교,70,65,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9206461,남대문세무서.서울백병원,26,146,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8202711,퇴계로2가.명동역,72,69,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),9200235,북창동.남대문시장,6,35,2020-04-03 11:28
2020-03-01,11110074,3,03번(시청앞~시청앞),8502578,시청앞(종점가상),26,41,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),31613,남산서울타워,"8,848",93,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8801,남산도서관,"1,715","1,186",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8785,백범광장,394,308,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8501336,힐튼호텔,376,"1,097",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8000292,남대문시장악세사리전문상가,509,"1,758",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),9001343,시청앞,"1,013","2,109",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),9000548,서울신문사,487,974,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8502220,종로1가,733,"1,029",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8502221,종로2가,656,769,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8502222,종로3가.탑골공원,846,"1,034",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8502223,종로4가.종묘,283,525,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8502224,종로5가.광장시장,554,"1,060",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8502225,종로6가.동대문종합시장,353,700,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),9035138,동대문역사문화공원,669,"1,694",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),9002069,광희동,"1,707",465,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),8001549,동대입구역.장충동,"4,057","1,078",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),77897,국립극장.반얀트리호텔,919,"2,443",2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),77898,남산북측순환로입구,557,643,2020-04-03 11:28
2020-03-01,11110446,4,04번(남산서울타워~남산서울타워),7000141,남산서울타워(가상),9,"5,097",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),8000658,한성여객종점,461,68,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71598,노원평생학습관,264,16,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),11084,서울시립북서울미술관,923,99,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71499,중계역,"1,035",52,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71599,중계역2번출구,"2,874",427,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71600,중계3단지목련아파트,"2,107",523,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),70555,목련아파트상가,"5,736","1,314",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),70556,중계목화아파트4단지,"4,183",401,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71601,노원경찰서,"6,738",513,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71602,하계1동주민센터,"2,689",310,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71603,골마을근린공원,"5,302","1,430",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71604,하계역,"11,597","5,041",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),70561,하계우성아파트,"12,821",813,2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),70562,하계극동아파트,"4,829","1,224",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),70563,월계헬스케어센터,"4,639","2,134",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71605,인덕대학,"5,304","3,980",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71606,월계주공108동앞롯데캐슬루나아파트,"7,231","3,094",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71607,오현초등학교,"8,260","5,599",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),8501161,꿈의숲주차장입구,"2,978","2,247",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71608,북서울꿈의숲,"4,577","1,448",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71609,송중동한일유엔아이,"1,080","3,046",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71610,창문여고앞,"4,101","5,650",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71611,숭곡초등학교입구,"3,027","6,282",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71612,월곡뉴타운,"2,422","6,029",2020-04-03 11:28
2020-03-01,11110001,100,100번(하계동~용산구청),71613,길음뉴타운,"2,997","7,190",2020-04-03 11:28
