놀ㄹ,노선ID,노선번호,노선명,버스정류장ID,버스정류장명,승차승객수,하차승객수,작업일시
2018-03-01,11110897,17,0017번(청암동~이촌동),8501292,청암자이아파트,535,7,2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9003185,청암동강변삼성아파트,"1,796",18,2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72983,청심경로당,"3,075",32,2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72984,원효2동주민센터,"5,858",193,2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72985,산천동,"8,332",296,2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72986,신창동세방아파트,"6,958",326,2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72987,남이장군사당,"1,862","1,830",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72988,새마을금고,"4,652","3,449",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),33066,용문시장,"5,815","2,063",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72990,용산전자상가입구,"2,795","1,084",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72991,신용산지하차도,"1,152","2,137",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72992,용산역,"32,517","25,511",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72314,용산푸르지오써밋,819,"1,931",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72993,한강대교북단,"7,792","4,093",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72994,서부이촌동입구,"2,156","12,442",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72995,이촌2동대림아파트.새남터성지,"1,194","11,452",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72996,이촌2동주민센터,"1,160","6,828",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72997,성촌공원.포르쉐센터용산,406,"2,263",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),73000,이촌119안전센터.성촌공원,328,"2,436",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72998,원효2동산호아파트후문,81,"3,126",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),8003000,청암동강변삼성아파트,"2,096","4,129",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9003186,원효2동산호아파트,"5,246","1,024",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9000272,원효로풍전아파트,"4,189",483,2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9000367,성촌공원.포르쉐센터용산,"3,633","1,496",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9000269,이촌2동주민센터,"8,875","1,279",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9000267,이촌2동대림아파트.새남터성지,"12,501","1,105",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9000266,이촌2동강변아파트,"9,712","3,670",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9034958,한강대교북단.LG유플러스,"7,805","15,607",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9034956,신용산역,"5,610","12,851",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72972,신용산역,"30,501","12,839",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72973,신용산지하차도,826,"6,464",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72974,용산전자상가입구,827,"5,392",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),8523,용문시장,"2,346","4,821",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72976,새마을금고,"6,689","5,948",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72977,남이장군사당,268,"3,140",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72978,신창동세방아파트,126,"7,986",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72979,산천동,90,"6,682",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72980,산천동리버힐삼성아파트,26,"5,903",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),72981,삼성테마트,5,"2,392",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),9003184,청암동강변삼성아파트,10,"1,193",2018-04-03 12:31
2018-03-01,11110897,17,0017번(청암동~이촌동),8601292,청암자이아파트(가상),9,499,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),31613,남산서울타워,"14,817","2,855",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),8801,남산도서관,"2,191","1,437",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77890,교육연구정보원,325,252,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77891,남산케이블카.남산산책로입구,"1,176",892,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77892,서울애니메이션센터숭의여대,"1,277","1,065",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),72209,퇴계로3가.한옥마을.한국의집,"2,342","4,474",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),72252,충무로역2번출구.대한극장앞,"6,337","6,018",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),72253,퇴계로5가.제일병원,530,706,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),8501882,앰배서더호텔.장충문화체육센터,203,571,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),8001549,동대입구역.장충동,"5,380","1,634",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77897,국립극장,"1,812","2,090",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77898,남산북측순환로입구,533,622,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77296,남산서울타워,"14,160","14,373",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77899,남산도서관,"2,680","1,541",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77887,교육연구정보원,440,224,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),31606,남산케이블카.남산산책로입구,"1,626",908,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),31607,서울애니메이션센터숭의여대,"1,808","1,141",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77893,퇴계로3가.한옥마을.한국의집,"2,483","4,886",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77894,충무로역2번출구.대한극장앞,"7,799","6,182",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),77895,퇴계로5가.제일병원,680,780,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),8601882,앰배서더호텔.장충문화체육센터,245,535,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),7000185,동대입구역.장충동,"5,761","1,567",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),16118,국립극장,"2,163","2,034",2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),8001550,남산북측순환로입구,564,684,2018-04-03 12:31
2018-03-01,11110401,2,02번(남산서울타워~동대입구),7000198,남산서울타워(가상),67,"14,608",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),31613,남산서울타워,"15,512",277,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8801,남산도서관,"1,150","1,054",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8785,백범광장,237,312,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8735,후암삼거리,260,600,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8002527,남대문경찰서,297,"2,184",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8501298,서울스퀘어앞,"2,015","5,756",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),9000240,남대문시장.회현역,"1,897","1,668",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),73771,남산3호터널,"2,082",617,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),73772,용산한신아파트,"1,809",870,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),73773,해방촌,"1,445",604,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8874,용산구청.이태원시장,"1,285","2,555",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8907,이태원역4번출구.해밀턴호텔,"2,247","2,746",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8955,이태원119안전센터,"1,392","1,384",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8978,한남동주민센터,"1,009","1,119",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8994,한강진역.블루스퀘어,844,886,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),9002128,버티고개,696,888,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),9002122,송도병원앞,239,831,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),9002120,약수역7번출구.약수동주민센터,"1,089","1,234",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),9014520,약수역1번출구,752,512,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8001549,동대입구역.장충동,"4,340",826,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),16118,국립극장,"1,757","1,300",2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),8001550,남산북측순환로입구,447,548,2018-04-03 12:31
2018-03-01,11110074,3,03번(남산서울타워~남산서울타워),7000141,남산서울타워(가상),48,"11,819",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),31613,남산서울타워,"22,314",369,2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),8801,남산도서관,"2,109","1,028",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),8785,백범광장,375,600,2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),8501336,힐튼호텔,128,"1,072",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),8000292,남대문시장악세사리전문상가,405,"2,661",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),72251,남대문시장,991,"3,290",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),8501631,명동입구,"9,636","9,514",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),72209,퇴계로3가.한옥마을.한국의집,859,"1,338",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),72252,충무로역2번출구.대한극장앞,"2,950","1,949",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),72253,퇴계로5가.제일병원,935,744,2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),72357,퇴계로6가,347,775,2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),77078,광희문.광희동사거리,382,"1,009",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),9187,충무아트센터.스포츠센터.중부소방서,838,"1,895",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),75421,신당동떡볶이타운.중구여성플라자,"1,674","1,246",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),9002885,신당동.청구역,"1,197","1,688",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),9002887,약수역2번출구.중구구립도서관,"1,046","1,406",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),8001549,동대입구역.장충동,"3,943",882,2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),16118,국립극장,"1,619","1,597",2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),8001550,남산북측순환로입구,509,740,2018-04-03 12:31
2018-03-01,11110330,5,05번(남산서울타워~남산서울타워),7000141,남산서울타워(가상),94,"15,259",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8000658,한성여객종점,681,122,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71598,노원평생학습관,489,4,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),11084,서울시립북서울미술관,"1,599",42,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71499,중계역,"1,709",144,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71599,중계역2번출구,"5,088",883,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71600,중계3단지목련아파트,"3,505","1,113",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70555,중계시영3단지상가,"8,350","1,762",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70556,중계시영4단지,"7,451",824,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71601,노원경찰서,"10,639","1,116",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71602,하계1동주민센터,"5,587",954,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71603,골마을근린공원,"9,561","2,315",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71604,하계역,"19,273","8,100",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70561,하계우성아파트,"18,982","1,659",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70562,하계극동아파트,"8,413","2,190",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70563,월계헬스케어센터,"6,222","3,929",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71605,인덕대학,"10,112","7,766",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71606,월계주공108동앞롯데캐슬루나아파트,"9,768","5,038",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71607,오현초등학교,"10,692","7,365",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8501161,꿈의숲주차장입구,"4,358","2,608",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71608,북서울꿈의숲,"4,728","1,680",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71609,송중동한일유엔아이,"1,980","4,016",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71610,창문여고앞,"6,330","7,407",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71611,숭곡초등학교입구,"4,492","9,454",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71612,월곡뉴타운,"2,729","10,545",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71613,길음뉴타운,"4,226","12,094",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72011,미아리고개.미아리예술극장,"3,571","7,222",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72012,돈암사거리.성신여대입구,"3,606","12,666",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71196,삼선교.한성대학교,"3,912","8,449",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),74700,혜화동로터리,"1,735","6,604",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),7197,명륜3가.성대입구,"4,084","6,441",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71198,창경궁.서울대학교병원,"2,747","4,142",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8952,원남동,"3,542","5,264",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72250,광장시장,"1,910","5,805",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8935,을지로4가,"1,726","5,846",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8881,을지로3가,"2,443","8,084",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72605,을지로2가.기업은행본점.서울노동청,"4,550","7,149",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000556,롯데백화점,"9,748","6,811",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000235,북창동.남대문시장,"3,459","3,432",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),79041,숭례문,"2,071","3,624",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034418,서울역버스환승센터,"7,105","4,190",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034947,갈월동,"2,473","2,308",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034949,숙대입구역,"6,021","2,994",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034951,삼각지역,"4,002","1,847",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034953,KT용산지사,"1,704","1,797",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9036053,신용산역,"10,210","3,532",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034957,한강대교북단.LG유플러스,"8,222","3,175",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9035323,이촌동동부센트레빌,786,"4,861",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000255,이촌1동충신교회앞,"2,192","6,919",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000257,이촌동한강맨션.이촌역,"6,553","7,134",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000259,신용산초등학교,"2,835","5,903",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000261,이촌동점보아파트,"2,027","8,577",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000263,금강병원.반도아파트,"1,706","6,426",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9035283,서빙고신동아아파트,"1,573","8,041",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8001484,서빙고역1번출구,"2,747","3,570",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),73690,한강중학교,"1,491","5,479",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),73691,용산구청.크라운호텔,"3,683","4,023",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),73677,용산구청.크라운호텔,"2,308",311,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),74899,한강중학교,"1,587",142,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),74900,금호베스트빌앞,413,130,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8003001,서빙고초등학교,99,252,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8878,서빙고역교차로,420,468,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9036005,서빙고역1번출구,"1,766","1,528",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000264,서빙고신동아아파트,"14,379","2,081",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000262,이촌동현대아파트,"11,436","2,075",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000260,이촌동강촌아파트,"11,678","2,334",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000258,신용산초등학교,"6,086","3,757",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000256,이촌동한가람아파트.이촌역,"8,402","5,049",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000254,이촌동두산위브트레지움.한강대우아파트,"10,414","3,499",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034958,한강대교북단.LG유플러스,"6,379","12,644",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034956,신용산역,"2,347","8,981",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034954,KT용산지사,"1,686","3,045",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034952,삼각지역,"1,809","4,706",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034950,숙대입구역,"3,873","8,027",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034948,갈월동,"2,296","2,691",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9036837,서울역버스환승센터,"2,799","6,140",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72410,남대문시장앞,"3,893","5,183",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72411,롯데영프라자,"5,102","5,510",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8839,을지로입구.로얄호텔,"4,331","3,694",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8864,을지로2가.파인에빈뉴,"5,056","2,007",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8890,을지로3가,"2,258","1,591",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000537,을지로4가.베스트웨스턴국도,"2,090","1,713",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8984,을지로5가.중부시장,"1,395","1,796",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9038,을지로6가.국립중앙의료원,"1,518","1,654",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9002069,광희동,"1,420","1,503",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72394,퇴계로6가,"2,532","1,150",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72254,을지로5가.훈련원종합체육관,"2,265",256,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9003018,방산시장.훈련원종합체육관,"1,644",407,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9034217,종로5가,"4,519","1,953",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000413,종로5가.효제초등학교,"3,487",824,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),9000558,종로5가.효제동,"1,090",714,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72259,통신대(이화장),"2,682","1,718",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72260,혜화역.마로니에공원,"6,715","2,086",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72261,혜화역.동성중고(장면총리가옥),"8,254","1,659",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71205,삼선교.한성대학교,"10,884","4,573",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72027,돈암사거리.성신여대입구,"16,215","5,003",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),72028,미아리고개.미아리예술극장,"5,005","3,381",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71614,길음뉴타운,"12,647","4,046",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),12869,월곡뉴타운,"8,662","2,537",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71616,숭곡초교입구,"4,945","5,459",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71617,창문여고,"8,589","7,330",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71618,동방주유소앞,"1,379","2,154",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71619,장위동그린빌아파트,"1,160","3,865",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71620,북서울꿈의숲,"4,728","6,986",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71621,장월초등학교,"7,621","8,677",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71622,롯데캐슬루나아파트,"5,109","6,376",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71623,인덕대앞,"8,628","8,969",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70585,월계헬스케어센터,"3,885","7,476",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70586,하계시영아파트,"1,303","13,624",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8002342,하계장미아파트,"1,371","16,296",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71624,하계미성아파트.을지병원,"6,877","11,165",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71625,한성여객종점,371,"2,949",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),8502050,대진고등학교,233,"6,148",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71626,세이브존스포츠센터,"1,052","8,350",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71627,노원경찰서.혜성여고,"1,035","7,376",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70592,하계현대아파트,543,"4,408",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),70593,노원구민체육센터,742,"3,453",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71628,상명초등학교,542,"1,594",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71629,중계건영2차아파트,117,"2,537",2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71430,중계역,95,851,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),71630,하계한신청구아파트,5,374,2018-04-03 12:31
2018-03-01,11110001,100,100번(하계동~용산구청),7000199,한성여객종점,1,179,2018-04-03 12:31
2018-03-01,11110002,101,101번(화계사~동대문),8501937,우이동도선사입구(기점가상),62,16,2018-04-03 12:31
2018-03-01,11110002,101,101번(화계사~동대문),72563,우이동도선사입구.북한산우이역,"2,073",4,2018-04-03 12:31
2018-03-01,11110002,101,101번(화계사~동대문),72564,우이동성원아파트,"1,053",38,2018-04-03 12:31
2018-03-01,11110002,101,101번(화계사~동대문),9198,쌍문동청한빌라,"6,906",214,2018-04-03 12:31
2018-03-01,11110002,101,101번(화계사~동대문),7645,쌍문동우이빌라,"1,842",455,2018-04-03 12:31
2018-03-01,11110002,101,101번(화계사~동대문),73108,초당초등학교,"14,638","1,309",2018-04-03 12:31
2018-03-01,11110002,101,101번(화계사~동대문),73109,방학동우성아파트,"8,826",477,2018-04-03 12:31
2018-03-01,11110002,101,101번(화계사~동대문),73110,쌍문동성원아파트,"12,477","1,733",2018-04-03 12:31
